Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
GET,product_search,30475,16663,15,851.6436859581488,-0.33354759216308594,19877.92181968689,2961.4915504511896,8.622618201034527,4.714641085605851,15,86,310,660,2400,5200,9600,13000,18000,19000,20000,20000
,Aggregated,30475,16663,15,851.6436859581488,-0.33354759216308594,19877.92181968689,2961.4915504511896,8.622618201034527,4.714641085605851,15,86,310,660,2400,5200,9600,13000,18000,19000,20000,20000
